partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
P01732,P06731,CEAM5_HUMAN,CD8A_HUMAN,curated,PMID:24104458
P02452,integrin_a10b1_complex,CO1A1_HUMAN,,curated,uniprot
P02452,integrin_a11b1_complex,CO1A1_HUMAN,,curated,uniprot
P02452,integrin_a1b1_complex,CO1A1_HUMAN,,curated,uniprot
P02452,integrin_a2b1_complex,CO1A1_HUMAN,,curated,uniprot
P02458,integrin_a10b1_complex,CO2A1_HUMAN,,curated,uniprot
P02458,integrin_a11b1_complex,CO2A1_HUMAN,,curated,uniprot
P02458,integrin_a1b1_complex,CO2A1_HUMAN,,curated,uniprot
P02458,integrin_a2b1_complex,CO2A1_HUMAN,,curated,uniprot
P02461,integrin_a10b1_complex,CO3A1_HUMAN,,curated,uniprot
P02461,integrin_a11b1_complex,CO3A1_HUMAN,,curated,uniprot
P02461,integrin_a1b1_complex,CO3A1_HUMAN,,curated,uniprot
P02461,integrin_a2b1_complex,CO3A1_HUMAN,,curated,uniprot
P02462,integrin_a10b1_complex,CO4A1_HUMAN,,curated,uniprot
P02462,integrin_a11b1_complex,CO4A1_HUMAN,,curated,uniprot
P02462,integrin_a1b1_complex,CO4A1_HUMAN,,curated,uniprot
P02462,integrin_a2b1_complex,CO4A1_HUMAN,,curated,uniprot
P02647,TREM2_receptor,APOA1_HUMAN,,curated,uniprot;PMID:27477018
P02649,TREM2_receptor,APOE_HUMAN,,curated,uniprot;PMID:27477015
P02652,TREM2_receptor,APOA2_HUMAN,,curated,uniprot;PMID:27477017
P02751,integrin_a10b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a11b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a2Bb3_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a2b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a3b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a4b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a4b7_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a5b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_a8b1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_aVb1_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_aVb3_complex,FINC_HUMAN,,curated,uniprot
P02751,integrin_aVb5_complex,FINC_HUMAN,,curated,uniprot
P02753,Q9BX79,RET4_HUMAN,STRA6_HUMAN,curated,uniprot
P02766,P08138,,,"IMEx,InnateDB-All,MINT",
P02766,Q08345,,,"I2D,IMEx,InnateDB-All,IntAct",
P02766,Q15109,,,"I2D,IMEx,InnateDB-All,MINT",
P02775,P25024,CXCL7_HUMAN,CXCR1_HUMAN,curated,PMID:24218476
P02775,P25025,CXCL7_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P02776,P49682,PLF4_HUMAN,CXCR3_HUMAN,curated,PMID:24218476
P02776,Q16570,,,"I2D,InnateDB",
P02778,P27487,CXL10_HUMAN,DPP4_HUMAN,curated,PMID:24218476
P02778,P49682,CXL10_HUMAN,CXCR3_HUMAN,curated,PMID:24218476
P02786,P02787,TRFE_HUMAN,TFR1_HUMAN,curated,uniprot
P02786,Q30201,HFE_HUMAN,TFR1_HUMAN,curated,uniprot
P02786,Q9Y275,,,"IMEx,IntAct",
P02787,Q9UP52,TRFE_HUMAN,TFR2_HUMAN,curated,uniprot
P02792,Q6ZMJ2,FRIL_HUMAN,SCAR5_HUMAN,curated,uniprot
P02794,Q6ZMJ2,FRIH_HUMAN,SCAR5_HUMAN,curated,uniprot
P03372,P04155,,,InnateDB-All,
P03372,P09341,,,"IMEx,InnateDB-All,MINT",
P03372,P21802,,,InnateDB,
P03372,P23560,,,I2D,
P03372,Q9H293,,,"I2D,IMEx,IntAct",
P04004,integrin_a2Bb3_complex,VTNC_HUMAN,,curated,uniprot
P04004,integrin_aVb1_complex,VTNC_HUMAN,,curated,uniprot
P04004,integrin_aVb3_complex,VTNC_HUMAN,,curated,uniprot
P04070,Q9UNN8,PROC_HUMAN,PROCR_HUMAN,curated,reactome
P04083,P21462,,,guidetopharmacology.org,
P04083,P25089,ANXA1_HUMAN,FPR3_HUMAN,curated,reactome
P04083,P25090,ANXA1_HUMAN,FPR2_HUMAN,curated,PMID:22610094;reactome
P04085,P16234,PDGFA_HUMAN,PGFRA_HUMAN,curated,uniprot
P04090,Q8WXD0,REL2_HUMAN,RXFP2_HUMAN,curated,uniprot;reactome
P04090,Q9HBX9,REL2_HUMAN,RXFP1_HUMAN,curated,uniprot;HMRbase;reactome
P04090,Q9NSD7,,,guidetopharmacology.org,
P04114,Q0VD83,APOB_HUMAN,APOBR_HUMAN,curated,uniprot
P04114,TREM2_receptor,APOB_HUMAN,,curated,uniprot;PMID:27477016
P04141,P04150,,,InnateDB,
P04141,P07333,,,guidetopharmacology.org,
P04150,P05113,,,InnateDB,
P04150,P10145,,,"I2D,InnateDB",
P04150,P13500,,,InnateDB,
P04150,P22301,,,InnateDB-All,
P04150,P48023,,,InnateDB-All,
P04150,P51671,,,InnateDB,
P04150,P80098,,,InnateDB,
P04155,P21802,,,"IMEx,InnateDB-All,MINT",
P04155,Q92731,,,"IMEx,InnateDB-All,MINT",
P04155,Q96PJ5,,,"IMEx,InnateDB-All,IntAct",
P04216,integrin_aMb2_complex,THY1_HUMAN,,curated,PMID:15850796
P04216,integrin_aVb3_complex,THY1_HUMAN,,curated,PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov
P04216,integrin_aXb2_complex,THY1_HUMAN,,curated,PMID:15850796
P04233,P05067,A4_HUMAN,HG2A_HUMAN,curated,PMID:19849849
P04233,P14174,,,"I2D,InnateDB-All",
P04233,P53621,,,"IMEx,IntAct",
P04275,integrin_aVb3_complex,VWF_HUMAN,,curated,uniprot
P04626,Q99075,HBEGF_HUMAN,ERBB2_HUMAN,curated,uniprot
P04628,P16671,,,InnateDB,
P04628,Q5T4F7,WNT1_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
P04628,Q6FHJ7,WNT1_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
P04628,Q8N474,WNT1_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
P04628,Q92765,WNT1_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
P04628,Q96HF1,WNT1_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
P04628,Q9Y5W5,WNT1_HUMAN,WIF1_HUMAN,curated,PMID:12775774
P04629,P06744,,,InnateDB-All,
P04629,P20783,NTF3_HUMAN,NTRK1_HUMAN,curated,uniprot
P04629,P28799,,,InnateDB-All,
P04629,P43490,,,InnateDB-All,
P04629,P53621,,,InnateDB-All,
P04629,Q12904,,,InnateDB-All,
P04808,P10275,,,InnateDB-All,
P04808,Q8WXD0,,,guidetopharmacology.org,
P04808,Q9HBX9,,,guidetopharmacology.org,
P05000,Type_I_IFNR,IFNW1_HUMAN,,curated,PMID:9208871
P05013,Type_I_IFNR,IFNA6_HUMAN,,curated,uniprot
P05014,Type_I_IFNR,IFNA4_HUMAN,,curated,uniprot
P05015,Type_I_IFNR,IFN16_HUMAN,,curated,uniprot
P05019,P08069,IGF1_HUMAN,IGF1R_HUMAN,curated,uniprot
P05019,integrin_a6b4_complex,IGF1_HUMAN,,curated,uniprot
P05019,integrin_aVb3_complex,IGF1_HUMAN,,curated,uniprot
P05067,P25090,A4_HUMAN,FPR2_HUMAN,curated,reactome
P05067,Q92673,A4_HUMAN,SORL_HUMAN,curated,uniprot
P05067,TREM2_receptor,A4_HUMAN,,curated,uniprot;PMID:27477013
P05112,Q14627,,,I2D,
P05230,P11362,FGF1_HUMAN,FGFR1_HUMAN,curated,uniprot
P05230,P21802,FGF1_HUMAN,FGFR2_HUMAN,curated,uniprot;reactome;PMID:27458533
P05230,P22455,FGF1_HUMAN,FGFR4_HUMAN,curated,reactome;PMID:25772309
P05230,P22607,FGF1_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533
P05230,Q03167,,,InnateDB-All,
P05230,integrin_aVb3_complex,FGF1_HUMAN,,curated,uniprot
P05231,P35367,,,"IMEx,InnateDB-All,IntAct",
P05362,P15514,,,InnateDB-All,
P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,curated,PMID:1683685
P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,curated,Reviewed_in_PMID:23602662
P05362,integrin_aLb2_complex,ICAM1_HUMAN,,curated,uniprot
P05362,integrin_aMb2_complex,ICAM1_HUMAN,,curated,uniprot
P05362,integrin_aXb2_complex,ICAM1_HUMAN,,curated,PMID:16252253
P05997,integrin_a10b1_complex,CO5A2_HUMAN,,curated,uniprot
P05997,integrin_a11b1_complex,CO5A2_HUMAN,,curated,uniprot
P05997,integrin_a1b1_complex,CO5A2_HUMAN,,curated,uniprot
P05997,integrin_a2b1_complex,CO5A2_HUMAN,,curated,uniprot
P06307,P32238,CCKN_HUMAN,CCKAR_HUMAN,curated,uniprot;HMRbase;reactome
P06307,P32239,CCKN_HUMAN,GASR_HUMAN,curated,uniprot;HMRbase;reactome
P06401,Progesterone_byHSD3B1,,PRGR_HUMAN,curated,HMRbase
P06729,P19256,LFA3_HUMAN,CD2_HUMAN,curated,Reviewed_in_PMID:23602662
P06731,P13688,CEAM5_HUMAN,CEAM1_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
P06731,P15813,CEAM5_HUMAN,CD1D_HUMAN,curated,PMID:24104458
P06731,P40199,CEAM5_HUMAN,CEAM6_HUMAN,curated,uniprot
P06734,P20023,FCER2_HUMAN,CR2_HUMAN,curated,PMID:16785534;PMC2212946
P06734,integrin_aMb2_complex,FCER2_HUMAN,,curated,PMID:7621072;PMID:8745401
P06734,integrin_aVb3_complex,FCER2_HUMAN,,curated,PMID:10037797
P06734,integrin_aXb2_complex,FCER2_HUMAN,,curated,PMID:7621072
P06850,P34998,CRF_HUMAN,CRFR1_HUMAN,curated,uniprot;HMRbase;reactome
P06850,Q13324,CRF_HUMAN,CRFR2_HUMAN,curated,uniprot;HMRbase;reactome
P07225,P30530,,,guidetopharmacology.org,
P07225,Q06418,,,guidetopharmacology.org,
P07307,Q15848,,,"IMEx,IntAct",
P07333,P09603,CSF1_HUMAN,CSF1R_HUMAN,curated,uniprot
P07333,P09919,,,guidetopharmacology.org,
P07333,Q6ZMJ4,IL34_HUMAN,CSF1R_HUMAN,curated,uniprot
P07359,integrin_aMb2_complex,GP1BA_HUMAN,,curated,PMC2194217
P07492,P30550,GRP_HUMAN,GRPR_HUMAN,curated,uniprot;HMRbase;reactome
P07550,P49765,,,InnateDB-All,
P07996,P16671,TSP1_HUMAN,CD36_HUMAN,curated,uniprot
P07996,integrin_a2Bb3_complex,TSP1_HUMAN,,curated,uniprot
P07996,integrin_a3b1_complex,TSP1_HUMAN,,curated,uniprot
P07996,integrin_aVb3_complex,TSP1_HUMAN,,curated,uniprot
P08123,integrin_a10b1_complex,CO1A2_HUMAN,,curated,uniprot
P08123,integrin_a11b1_complex,CO1A2_HUMAN,,curated,uniprot
P08123,integrin_a1b1_complex,CO1A2_HUMAN,,curated,uniprot
P08123,integrin_a2b1_complex,CO1A2_HUMAN,,curated,uniprot
P08138,P20783,NTF3_HUMAN,TNR16_HUMAN,curated,uniprot
P08138,P23560,BDNF_HUMAN,TNR16_HUMAN,curated,uniprot
P08138,P34130,NTF4_HUMAN,TNR16_HUMAN,curated,uniprot
P08138,P60568,,,I2D,
P08174,P48960,DAF_HUMAN,CD97_HUMAN,curated,PMID:11297558
P08253,integrin_aVb3_complex,MMP2_HUMAN,,curated,uniprot
P08572,integrin_a10b1_complex,CO4A2_HUMAN,,curated,uniprot
P08572,integrin_a11b1_complex,CO4A2_HUMAN,,curated,uniprot
P08572,integrin_a1b1_complex,CO4A2_HUMAN,,curated,uniprot
P08572,integrin_a2b1_complex,CO4A2_HUMAN,,curated,uniprot
P08575,P20273,PTPRC_HUMAN,CD22_HUMAN,curated,PMID:12115612
P08575,P22897,PTPRC_HUMAN,MRC1_HUMAN,curated,PMID:27601670;PMID:10575006
P08575,Q92854,SEM4D_HUMAN,PTPRC_HUMAN,curated,PMID:22325954
P08581,P14210,HGF_HUMAN,MET_HUMAN,curated,uniprot
P08620,P11362,FGF4_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309
P08620,P21802,,,I2D,
P08620,P22607,,,I2D,
P08908,SerotoninDopamin_byDDC,,5HT1A_HUMAN,curated,HMRbase;uniprot;reactome
P08922,P21802,,,I2D,
P08949,P28336,NMB_HUMAN,NMBR_HUMAN,curated,uniprot;HMRbase;reactome
P09038,P11362,FGF2_HUMAN,FGFR1_HUMAN,curated,uniprot
P09038,P16070,,,"I2D,InnateDB-All",
P09038,P21802,FGF2_HUMAN,FGFR2_HUMAN,curated,uniprot
P09038,P22455,FGF2_HUMAN,FGFR4_HUMAN,curated,uniprot
P09038,P22607,FGF2_HUMAN,FGFR3_HUMAN,curated,uniprot
P09038,Q8N441,,,I2D,
P09038,integrin_aVb3_complex,FGF2_HUMAN,,curated,uniprot
P09326,Q9BZW8,CD48_HUMAN,CD244_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006
P09341,P25024,GROA_HUMAN,CXCR1_HUMAN,curated,PMID:24218476
P09341,P25025,GROA_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P09341,Q16570,GROA_HUMAN,ACKR1_HUMAN,curated,PMID:24218476
P09544,Q5T4F7,WNT2_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
P09544,Q6FHJ7,WNT2_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
P09544,Q8N474,WNT2_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
P09544,Q92765,WNT2_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
P09544,Q96HF1,WNT2_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
P09544,Q9Y5W5,WNT2_HUMAN,WIF1_HUMAN,curated,PMID:12775774
P09603,P30825,,,I2D,
P09603,P78324,,,I2D,
P09603,Q9NYQ7,,,I2D,
P09619,Q9GZP0,PDGFD_HUMAN,PGFRB_HUMAN,curated,uniprot
P09681,P27487,,,"InnateDB-All,MINT",
P09681,P48546,GIP_HUMAN,GIPR_HUMAN,curated,uniprot
P09683,P32241,,,"I2D,InnateDB-All",
P09683,P47872,SECR_HUMAN,SCTR_HUMAN,curated,uniprot;HMRbase;reactome
P09919,Q99062,CSF3_HUMAN,CSF3R_HUMAN,curated,uniprot
P0C0L4,Q9P296,CO4A_HUMAN,C5AR2_HUMAN,curated,uniprot
P0C0P6,Q6W5P4,NPS_HUMAN,NPSR1_HUMAN,curated,uniprot
P0DJI8,P25090,SAA1_HUMAN,FPR2_HUMAN,curated,reactome
P0DMC3,P35414,ELA_HUMAN,APJ_HUMAN,curated,uniprot
P0DMS8,P49961,AA3R_HUMAN,ENTP1_HUMAN,curated,uniprot
P10082,P25929,,,guidetopharmacology.org,
P10082,P27487,,,"InnateDB-All,MINT",
P10082,P49146,,,guidetopharmacology.org,
P10082,P50391,,,guidetopharmacology.org,
P10082,Q15761,,,I2D,
P10092,RAMP1_complex,CALCB_HUMAN,,curated,uniprot
P10145,P25024,IL8_HUMAN,CXCR1_HUMAN,curated,PMID:24218476
P10145,P25025,IL8_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P10145,Q16570,IL8_HUMAN,ACKR1_HUMAN,curated,PMID:24218476
P10147,P14735,,,"IMEx,InnateDB-All,MINT",
P10147,P32246,CCL3_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P10147,P51677,CCL3_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P10147,P51681,CCL3_HUMAN,CCR5_HUMAN,curated,PMID:15251452
P10275,Testosterone_byAKR1D1,,ANDR_HUMAN,curated,HMRbase;uniprot
P10275,Testosterone_byHSD17B12,,ANDR_HUMAN,curated,HMRbase;uniprot
P10275,Testosterone_byHSD17B3,,ANDR_HUMAN,curated,HMRbase;uniprot
P10451,P16070,,,"I2D,IMEx,InnateDB-All,IntAct",
P10451,P35408,,,"IMEx,MINT",
P10451,P51685,,,"IMEx,MINT",
P10451,integrin_a4b1_complex,OSTP_HUMAN,,curated,PMID:1830891;PMID:8970045
P10451,integrin_a9b1_complex,OSTP_HUMAN,,curated,PMID:1830891;PMID:8970045
P10451,integrin_aVb3_complex,OSTP_HUMAN,,curated,PMID:24442579
P10600,Q03167,TGFB3_HUMAN,TGBR3_HUMAN,curated,uniprot
P10600,TGFbeta_receptor1,TGFB3_HUMAN,,curated,uniprot
P10600,TGFbeta_receptor2,TGFB3_HUMAN,,curated,uniprot
P10600,integrin_aVb6_complex,TGFB3_HUMAN,,curated,reactome
P10600,integrin_aVb8_complex,TGFB3_HUMAN,,curated,reactome
P10721,P21583,SCF_HUMAN,KIT_HUMAN,curated,uniprot
P10747,P33681,CD80_HUMAN,CD28_HUMAN,curated,antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143
P10747,P42081,CD86_HUMAN,CD28_HUMAN,curated,integrin_antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143
P10767,P11362,FGF6_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309
P10767,P21802,,,"I2D,InnateDB-All",
P10767,P22607,,,I2D,
P10827,Triiodothyronine_byDIO3,,THA_HUMAN,curated,HMRbase;uniprot
P10828,Triiodothyronine_byDIO3,,THB_HUMAN,curated,HMRbase;uniprot
P10909,TREM2_receptor,CLUS_HUMAN,,curated,uniprot;PMID:27477014
P10997,P14735,,,IMEx,
P11047,integrin_a2b1_complex,LAMC1_HUMAN,,curated,uniprot
P11047,integrin_a6b1_complex,LAMC1_HUMAN,,curated,uniprot
P11047,integrin_a7b1_complex,LAMC1_HUMAN,,curated,uniprot
P11047,integrin_aVb3_complex,LAMC1_HUMAN,,curated,uniprot
P11279,Q6UX27,,,"IMEx,IntAct",
P11279,Q92520,,,InnateDB-All,
P11362,P12034,FGF5_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309
P11362,P13591,NCAM1_HUMAN,FGFR1_HUMAN,curated,PMID:12791257
P11473,Q99075,,,InnateDB,
P11487,P21802,FGF3_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309
P11487,P22607,,,I2D,
P12034,P21802,,,"I2D,IMEx,InnateDB-All,IntAct",
P12034,P22607,,,I2D,
P12107,integrin_a10b1_complex,COBA1_HUMAN,,curated,uniprot
P12107,integrin_a11b1_complex,COBA1_HUMAN,,curated,uniprot
P12107,integrin_a1b1_complex,COBA1_HUMAN,,curated,uniprot
P12107,integrin_a2b1_complex,COBA1_HUMAN,,curated,uniprot
P12109,integrin_a10b1_complex,CO6A1_HUMAN,,curated,uniprot
P12109,integrin_a11b1_complex,CO6A1_HUMAN,,curated,uniprot
P12109,integrin_a1b1_complex,CO6A1_HUMAN,,curated,uniprot
P12109,integrin_a2b1_complex,CO6A1_HUMAN,,curated,uniprot
P12110,integrin_a10b1_complex,CO6A2_HUMAN,,curated,uniprot
P12110,integrin_a11b1_complex,CO6A2_HUMAN,,curated,uniprot
P12110,integrin_a1b1_complex,CO6A2_HUMAN,,curated,uniprot
P12110,integrin_a2b1_complex,CO6A2_HUMAN,,curated,uniprot
P12111,integrin_a10b1_complex,CO6A3_HUMAN,,curated,uniprot
P12111,integrin_a11b1_complex,CO6A3_HUMAN,,curated,uniprot
P12111,integrin_a1b1_complex,CO6A3_HUMAN,,curated,uniprot
P12111,integrin_a2b1_complex,CO6A3_HUMAN,,curated,uniprot
P12272,P49190,PTHR_HUMAN,PTH2R_HUMAN,curated,uniprot;reactome
P12272,P49683,,,guidetopharmacology.org,
P12272,Q03431,PTHR_HUMAN,PTH1R_HUMAN,curated,uniprot;reactome
P12318,Q07325,,,"IMEx,IntAct",
P12643,Q99835,,,I2D,
P12830,Q96E93,CADH1_HUMAN,KLRG1_HUMAN,curated,PMC3030123
P12830,integrin_a2b1_complex,CADH1_HUMAN,,curated,PMID:12392763
P12830,integrin_aEb7_complex,CADH1_HUMAN,,curated,uniprot
P13236,P30825,,,"IMEx,IntAct",
P13236,P34972,,,"IMEx,IntAct",
P13236,P51681,CCL4_HUMAN,CCR5_HUMAN,curated,uniprot
P13236,P51685,,,I2D,
P13236,Q8TDT2,,,"IMEx,IntAct",
P13236,Q9NZD1,,,"IMEx,IntAct",
P13500,P41597,CCL2_HUMAN,CCR2_HUMAN,curated,PMID:24218476
P13500,P46092,,,I2D,
P13500,Q16570,CCL2_HUMAN,ACKR1_HUMAN,curated,PMID:24218476
P13501,P32246,CCL5_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P13501,P51677,CCL5_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P13501,P51679,CCL5_HUMAN,CCR4_HUMAN,curated,PMID:24218476
P13501,P51681,CCL5_HUMAN,CCR5_HUMAN,curated,PMID:24218476
P13501,Q16570,CCL5_HUMAN,ACKR1_HUMAN,curated,PMID:24218476
P13501,Q9NPB9,,,I2D,
P13591,P23560,,,I2D,
P13591,P39905,,,I2D,
P13598,Q9NNX6,ICAM2_HUMAN,CD209_HUMAN,curated,uniprot
P13598,integrin_aLb2_complex,ICAM2_HUMAN,,curated,uniprot
P13688,P16581,CEAM1_HUMAN,LYAM2_HUMAN,curated,PMID:1378450
P13688,P31997,CEAM1_HUMAN,CEAM8_HUMAN,curated,PMID:24743304
P13688,P40199,CEAM1_HUMAN,CEAM6_HUMAN,curated,PMID:21982860
P13688,Q9NNX6,CEAM1_HUMAN,CD209_HUMAN,curated,PMID:16282604;PMID:16246332
P13747,P26715,HLAE_HUMAN,NKG2A_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577
P13747,P26717,HLAE_HUMAN,NKG2C_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006
P13747,P26718,HLAE_HUMAN,NKG2D_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577
P13942,integrin_a10b1_complex,COBA2_HUMAN,,curated,uniprot
P13942,integrin_a11b1_complex,COBA2_HUMAN,,curated,uniprot
P13942,integrin_a1b1_complex,COBA2_HUMAN,,curated,uniprot
P13942,integrin_a2b1_complex,COBA2_HUMAN,,curated,uniprot
P14151,P28906,CD34_HUMAN,LYAM1_HUMAN,curated,PMID:7692600;PMID:8977216
P14151,Q14242,SELPL_HUMAN,LYAM1_HUMAN,curated,PMC2431087;PMID:8892633;PMID:8896607
P14151,Q9NZ53,PDXL2_HUMAN,LYAM1_HUMAN,curated,uniprot
P14174,Q92956,,,"I2D,IntAct",
P14174,Q9UBN6,,,"I2D,IntAct",
P14209,Q9UKJ1,CD99_HUMAN,PILRA_HUMAN,curated,PMID:18234675
P14210,P16070,,,"IMEx,InnateDB-All,IntAct",
P14416,SerotoninDopamin_byDDC,,DRD2_HUMAN,curated,uniprot;reactome
P14555,integrin_a4b1_complex,PA2GA_HUMAN,,curated,uniprot
P14555,integrin_a5b1_complex,PA2GA_HUMAN,,curated,uniprot
P14735,P55773,,,InnateDB-All,
P15151,P40200,PVR_HUMAN,TACT_HUMAN,curated,uniprot
P15151,P41273,,,InnateDB-All,
P15151,Q15762,PVR_HUMAN,CD226_HUMAN,curated,activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149
P15151,Q495A1,PVR_HUMAN,TIGIT_HUMAN,curated,PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
P15151,Q9NQS3,PVRL3_HUMAN,PVR_HUMAN,curated,PMID:19011627;PMID:12740392
P15529,P78504,JAG1_HUMAN,MCP_HUMAN,curated,PMID:23086448
P15692,P17948,VEGFA_HUMAN,VGFR1_HUMAN,curated,uniprot
P15692,P29323,,,I2D,
P15692,P35968,VEGFA_HUMAN,VGFR2_HUMAN,curated,uniprot
P15692,Q13224,,,I2D,
P15813,Q8N423,CD1D_HUMAN,LIRB2_HUMAN,curated,PMID:19124746
P16066,P16860,,,guidetopharmacology.org,
P16066,P23582,,,InnateDB-All,
P16070,P16581,CD44_HUMAN,LYAM2_HUMAN,curated,PMC4571854
P16070,P21802,,,InnateDB-All,
P16070,Q6ZMC9,SIG15_HUMAN,CD44_HUMAN,curated,PMID:31900164
P16070,Q99075,,,"I2D,InnateDB-All",
P16109,P25063,CD24_HUMAN,LYAM3_HUMAN,curated,PMID:9129046
P16109,P28906,CD34_HUMAN,LYAM3_HUMAN,curated,PMID:18606703
P16109,Q14242,SELPL_HUMAN,LYAM3_HUMAN,curated,PMID:19118202;PMID:9829984;PMID:12393589
P16109,Q9NZ53,PDXL2_HUMAN,LYAM3_HUMAN,curated,uniprot
P16150,Q9BZZ2,LEUK_HUMAN,SN_HUMAN,curated,PMID:11238599
P16234,Q9NRA1,PDGFC_HUMAN,PGFRA_HUMAN,curated,uniprot
P16284,P28907,PECA1_HUMAN,CD38_HUMAN,curated,PMID:9551996;PMID:26407101
P16284,Q8N6Q3,PECA1_HUMAN,CD177_HUMAN,curated,PMID:17580308
P16410,P33681,CD80_HUMAN,CTLA4_HUMAN,curated,integrin_antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143
P16410,P42081,CD86_HUMAN,CTLA4_HUMAN,curated,antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143
P16471,Q14406,,,guidetopharmacology.org,
P16473,Thyrostimulin,,TSHR_HUMAN,curated,uniprot;HMRbase;reactome
P16473,Thyrotropin,,TSHR_HUMAN,curated,uniprot;HMRbase;reactome
P16581,Q14242,SELPL_HUMAN,LYAM2_HUMAN,curated,PMC4571854
P16581,Q92896,LYAM2_HUMAN,GSLG1_HUMAN,curated,PMID:11404363
P16581,Q9NZ53,PDXL2_HUMAN,LYAM2_HUMAN,curated,uniprot
P16619,P27487,,,I2D,
P16619,P32246,,,"I2D,InnateDB-All",
P16619,P51677,,,"I2D,InnateDB-All",
P16671,P35442,TSP2_HUMAN,CD36_HUMAN,curated,uniprot
P16860,P17342,,,"I2D,InnateDB-All",
P16860,P20594,,,"I2D,InnateDB-All",
P16860,P27487,,,"InnateDB-All,MINT",
P17342,P23582,,,"I2D,InnateDB-All",
P17342,P61366,,,guidetopharmacology.org,
P17693,Q8N423,HLAG_HUMAN,LIRB2_HUMAN,curated,uniprot
P17693,Q8NHL6,HLAG_HUMAN,LIRB1_HUMAN,curated,uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
P17931,Q12866,LEG3_HUMAN,MERTK_HUMAN,curated,uniprot
P17936,Q86XT9,IBP3_HUMAN,TM219_HUMAN,curated,reactome;uniprot;PMID:20353938
P17948,P49763,PLGF_HUMAN,VGFR1_HUMAN,curated,uniprot
P17948,P49765,VEGFB_HUMAN,VGFR1_HUMAN,curated,uniprot
P18075,Q13291,,,InnateDB-All,
P18075,Q15262,,,InnateDB-All,
P18509,P27487,,,"InnateDB-All,MINT",
P18509,P32241,,,I2D,
P18509,P41586,,,"I2D,IMEx",
P18509,P41587,PACA_HUMAN,VIPR2_HUMAN,curated,uniprot
P18509,P47872,,,"I2D,InnateDB-All",
P18627,Q08830,FGL1_HUMAN,LAG3_HUMAN,curated,uniprot
P19022,P19022,CADH2_HUMAN,CADH2_HUMAN,curated,uniprot
P19235,P21583,,,I2D,
P19320,integrin_a4b1_complex,VCAM1_HUMAN,,curated,PMC4368157
P19320,integrin_a4b7_complex,VCAM1_HUMAN,,curated,uniprot
P19320,integrin_a9b1_complex,VCAM1_HUMAN,,curated,uniprot
P19320,integrin_aDb2_complex,VCAM1_HUMAN,,curated,uniprot
